 io
          46           1   152853
   0.0000000000000000        6000.0000       30.00     20.000                   13.65034751      
   1000.0000000000000        6000.0000       30.00     20.000                   13.65034751      
   5085.4166666666742        6000.0000       30.00     20.000                   13.65034751      
   9170.8333333333194        6000.0000       30.00     20.000                   13.65034751      
   13256.249999999995        6000.0000       30.00     20.000                   13.65034751      
   17341.666666666668        6000.0000       30.00     20.000                   13.65034751      
   21427.083333333343        6000.0000       30.00     20.000                   13.65034751      
   25512.500000000018        6000.0000       30.00     20.000                   13.65034751      
   60331.25000000000         6000.0000       30.00     20.000                   13.65034751      
   64416.66666666666         6000.0000       30.00     20.000                   13.65034751      
   168502.08333333334        6000.0000       30.00     20.000                   13.65034751      
   272587.49999999997        6000.0000       30.00     20.000                   13.65034751      
   376672.91666666666        6000.0000       30.00     20.000                   13.65034751      
   480758.33333333331        6000.0000       30.00     20.000                   13.65034751      
   584843.75000000000        6000.0000       30.00     20.000                   13.65034751      
   688929.16666666669        6000.0000       30.00     20.000                   13.65034751      
   723014.58333333331        6000.0000       30.00     20.000                   13.65034751      
   800000.00000000000        6000.0000       30.00     20.000                   13.65034751      
   800000.00000000000        3290.0000       5.100      .00000000001 	       1.001E-01        
   900600.00000000000        3290.0000       5.100      .00000000001  	       1.001E-01        
   902100.00000000000        3290.0000       5.100      .00000000001   	       1.001E-01        
   904600.00000000000        3290.0000       5.100      .00000000001           1.001E-01        
   907100.00000000000        3290.0000       5.100      .00000000001   	       1.001E-01        
   909600.00000000000        3290.0000       5.100      .00000000001           1.001E-01        
   912100.00000000000        3290.0000       5.100      .00000000001   	       1.001E-01        
   914600.00000000000        3290.0000       5.100      .00000000001   	       1.001E-01    
   917100.00000000000        3290.0000       5.100      .00000000001           1.001E-01       
   1119600.0000000000        3290.0000       5.100      .00000000001           1.001E-01       
   1762600.0000000000        3290.0000       5.100      .00000000001           1.001E-01       
   1762600.0000000000        3290.0000        30.0       23.0            14.32401477   
   1789750.0000000000        3400.0000        30.0       23.0            14.32401477   
   1798500.0000000000        3400.0000        30.0       23.0            14.32401477   
   1807250.0000000000        3400.0000        30.0       23.0            14.32401477   
   1816000.0000000000        3400.0000        30.0       23.0            14.32401477   
   1817750.0000000000        3400.0000        30.0       23.0            14.32401477   
   1818500.0000000000        3400.0000        30.0       23.0            14.32401477   
   1819250.0000000000        3400.0000        30.0       23.0            14.32401477   
   1821000.0000000000        3400.0000        30.0       23.0            14.32401477   
   1821200.0000000000        3400.0000        30.0       23.0            14.32401477   
   1821400.0000000000        3400.0000        30.0       23.0            14.32401477   
   1821500.0000000000        3400.0000        30.0       23.0            14.32401477   
   1821800.0000000000        3400.0000        30.0       23.0            14.32401477   
   1821900.0000000000        3400.0000        30.0       23.0            14.32401477   
   1822100.0000000000        3400.0000        30.0       23.0            14.32401477   
   1822200.0000000000        3400.0000        30.0       23.0            14.32401477   
   1822600.0000000000        3400.0000        30.0       23.0            14.32401477 
